codmun;municipio;UF;codpre;prestadora;sigla;abrangencia;natureza;servico
314380;Munhoz;MG;31062000;Companhia de Saneamento de Minas Gerais;COPASA;Regional;Sociedade de economia mista com administração pública;A
411630;Munhoz de Melo;PR;41163011;Serviço Autônomo Municipal de A e Esgoto;SAMAE;Local;Autarquia;A         
292220;Muniz Ferreira;BA;29274000;Empresa Baiana de As e Saneamento S.A.;EMBASA;Regional;Sociedade de economia mista com administração pública;A
320370;Muniz Freire;ES;32053000;Companhia Espírito-Santense de Saneamento;CESAN;Regional;Sociedade de economia mista com administração pública;AE
292225;Muquém de São Francisco;BA;29274000;Empresa Baiana de Águas e Saneamento S.A.;EMBASA;Regional;Sociedade de economia mista com administração pública;AE
320380;Muqui;ES;32053000;Companhia Espírito-Santense de Saneamento;CESAN;Regional;Sociedade de economia mista com administração pública;A
314390;Muriaé;MG;31439011;Departamento Municipal de Saneamento Urbano;DEMSUR;Local;Autarquia;AE
280430;Muribeca;SE;28003000;Companhia de Saneamento de Sergipe;DESO;Regional;Sociedade de economia mista com administração pública;A
270550;Murici;AL;27043000;Companhia de Saneamento de Alagoas;CASAL;Regional;Sociedade de economia mista com administração pública;A
220669;Murici dos Portelas;PI;22110000;As e Esgotos do Piauí S/A;AGESPISA;Regional;Sociedade de economia mista com administração pública;A
171395;Muricilândia;TO;17210001;Agência Tocantinense de Saneamento;ATS;Regional;Autarquia;A
292230;Muritiba;BA;29274000;Empresa Baiana de Águas e Saneamento S.A.;EMBASA;Regional;Sociedade de economia mista com administração pública;AE
353210;Murutinga do Sul;SP;35321011;Prefeitura Municipal de Murutinga do Sul;PMMS;Local;Administração pública direta;AE
292240;Mutuípe;BA;29274000;Empresa Baiana de Águas e Saneamento S.A.;EMBASA;Regional;Sociedade de economia mista com administração pública;AE
314400;Mutum;MG;31062000;Companhia de Saneamento de Minas Gerais;COPASA;Regional;Sociedade de economia mista com administração pública;AE
521410;Mutunópolis;GO;52087000;Saneamento de Goiás S/A;SANEAGO;Regional;Sociedade de economia mista com administração pública;A
314410;Muzambinho;MG;31062000;Companhia de Saneamento de Minas Gerais;COPASA;Regional;Sociedade de economia mista com administração pública;A
314410;Muzambinho;MG;31441011;Prefeitura Municipal de Muzambinho;PMM;Local;Administração pública direta;E       
314420;Nacip Raydan;MG;31062000;Companhia de Saneamento de Minas Gerais;COPASA;Regional;Sociedade de economia mista com administração pública;A
314420;Nacip Raydan;MG;31442011;Prefeitura Municipal de Nacip Raydan;PMNR;Local;Administração pública direta;E       
353215;Nantes;SP;35321511;Prefeitura Municipal de Nantes;PMN;Local;Administração pública direta;AE
314430;Nanuque;MG;31062000;Companhia de Saneamento de Minas Gerais;COPASA;Regional;Sociedade de economia mista com administração pública;AE
431265;Não-Me-Toque;RS;43149000;Companhia Rio-Grandense de Saneamento;CORSAN;Regional;Sociedade de economia mista com administração pública;A
314435;Naque;MG;31062000;Companhia de Saneamento de Minas Gerais;COPASA;Regional;Sociedade de economia mista com administração pública;A
314435;Naque;MG;31443511;Prefeitura Municipal de Naque;PMN;Local;Administração pública direta;E       
353220;Narandiba;SP;35503000;Companhia de Saneamento Básico do Estado de São Paulo;SABESP;Regional;Sociedade de economia mista com administração pública;AE
240810;Natal;RN;24081000;Companhia de Águas e Esgotos do Rio Grande do Norte;CAERN;Regional;Sociedade de economia mista com administração pública;AE
314440;Natércia;MG;31062000;Companhia de Saneamento de Minas Gerais;COPASA;Regional;Sociedade de economia mista com administração pública;AE
330310;Natividade;RJ;33045500;Companhia Estadual de As e Esgotos;CEDAE;Regional;Sociedade de economia mista com administração pública;A
171420;Natividade;TO;17210000;Companhia de Saneamento do Tocantins;SANEATINS;Regional;Empresa privada;A
330310;Natividade;RJ;33031011;Prefeitura Municipal de Natividade;PMN;Local;Administração pública direta;E       
353230;Natividade da Serra;SP;35323011;Prefeitura Municipal de Natividade da Serra;PMNS;Local;Administração pública direta;AE
250990;Natuba;PB;25075000;Companhia de As e Esgotos da Paraíba;CAGEPA;Regional;Sociedade de economia mista com administração pública;A
250990;Natuba;PB;25099011;Prefeitura Municipal de Natuba;PMN;Local;Administração pública direta;E       
421130;Navegantes;SC;42113011;Prefeitura Municipal de Navegantes;SESAN;Local;Administração pública direta;A         
500570;Naviraí;MS;50027000;Empresa de Saneamento de Mato Grosso do Sul S/A;SANESUL;Regional;Sociedade de economia mista com administração pública;AE
292250;Nazaré;BA;29274000;Empresa Baiana de As e Saneamento S.A.;EMBASA;Regional;Sociedade de economia mista com administração pública;A
171430;Nazaré;TO;17210000;Companhia de Saneamento do Tocantins;SANEATINS;Regional;Empresa privada;A
260950;Nazaré da Mata;PE;26116000;Companhia Pernambucana de Saneamento;COMPESA;Regional;Sociedade de economia mista com administração pública;AE
220670;Nazaré do Piauí;PI;22110000;As e Esgotos do Piauí S/A;AGESPISA;Regional;Sociedade de economia mista com administração pública;A
353240;Nazaré Paulista;SP;35503000;Companhia de Saneamento Básico do Estado de São Paulo;SABESP;Regional;Sociedade de economia mista com administração pública;AE
314450;Nazareno;MG;31062000;Companhia de Saneamento de Minas Gerais;COPASA;Regional;Sociedade de economia mista com administração pública;A
314450;Nazareno;MG;31445011;Prefeitura Municipal de Nazareno;PMN;Local;Administração pública direta;E       
251000;Nazarezinho;PB;25075000;Companhia de As e Esgotos da Paraíba;CAGEPA;Regional;Sociedade de economia mista com administração pública;A
220672;Nazária;PI;22110000;As e Esgotos do Piauí S/A;AGESPISA;Regional;Sociedade de economia mista com administração pública;A
521440;Nazário;GO;52087000;Saneamento de Goiás S/A;SANEAGO;Regional;Sociedade de economia mista com administração pública;A
280440;Neópolis;SE;28003000;Companhia de Saneamento de Sergipe;DESO;Regional;Sociedade de economia mista com administração pública;A
314460;Nepomuceno;MG;31446011;Serviço Autônomo de AE;SAAE;Local;Autarquia;AE
521450;Nerópolis;GO;52087000;Saneamento de Goiás S/A;SANEAGO;Regional;Sociedade de economia mista com administração pública;A
130300;Nhamundá;AM;13030011;Prefeitura Municipal de Nhamundá;PMN;Local;Administração pública direta;A         
353260;Nhandeara;SP;35503000;Companhia de Saneamento Básico do Estado de São Paulo;SABESP;Regional;Sociedade de economia mista com administração pública;AE
431267;Nicolau Vergueiro;RS;43126711;Prefeitura Municipal de Nicolau Vergueiro;PMNV;Local;Administração pública direta;A         
292260;Nilo Peçanha;BA;29274000;Empresa Baiana de As e Saneamento S.A.;EMBASA;Regional;Sociedade de economia mista com administração pública;A
330320;Nilópolis;RJ;33045500;Companhia Estadual de Águas e Esgotos;CEDAE;Regional;Sociedade de economia mista com administração pública;AE
210720;Nina Rodrigues;MA;21113000;Companhia de Saneamento Ambiental do Maranhão;CAEMA;Regional;Sociedade de economia mista com administração pública;A
314465;Ninheira;MG;31062000;Companhia de Saneamento de Minas Gerais;COPASA;Regional;Sociedade de economia mista com administração pública;A
500580;Nioaque;MS;50027000;Empresa de Saneamento de Mato Grosso do Sul S/A;SANESUL;Regional;Sociedade de economia mista com administração pública;AE
353270;Nipoã;SP;35503000;Companhia de Saneamento Básico do Estado de São Paulo;SABESP;Regional;Sociedade de economia mista com administração pública;AE
521460;Niquelândia;GO;52087000;Saneamento de Goiás S/A;SANEAGO;Regional;Sociedade de economia mista com administração pública;AE
240820;Nísia Floresta;RN;24081000;Companhia de As e Esgotos do Rio Grande do Norte;CAERN;Regional;Sociedade de economia mista com administração pública;A
330330;Niterói;RJ;33033011;Águas de Niterói S/A;CAN;Local;Empresa privada;AE
431270;Nonoai;RS;43149000;Companhia Rio-Grandense de Saneamento;CORSAN;Regional;Sociedade de economia mista com administração pública;A
292265;Nordestina;BA;29274000;Empresa Baiana de As e Saneamento S.A.;EMBASA;Regional;Sociedade de economia mista com administração pública;A
140040;Normandia;RR;14001000;Companhia de As e Esgotos de Roraima;CAER;Regional;Sociedade de economia mista com administração pública;A
510600;Nortelândia;MT;51060011;As de Nortelândia Ltda;ANOR;Local;Empresa privada;A         
280445;Nossa Senhora Aparecida;SE;28003000;Companhia de Saneamento de Sergipe;DESO;Regional;Sociedade de economia mista com administração pública;A
280445;Nossa Senhora Aparecida;SE;28044511;Prefeitura Municipal de Nossa Senhora Aparecida;PMNSA;Local;Administração pública direta;E       
280450;Nossa Senhora da Glória;SE;28003000;Companhia de Saneamento de Sergipe;DESO;Regional;Sociedade de economia mista com administração pública;A
280460;Nossa Senhora das Dores;SE;28003000;Companhia de Saneamento de Sergipe;DESO;Regional;Sociedade de economia mista com administração pública;A
280470;Nossa Senhora de Lourdes;SE;28003000;Companhia de Saneamento de Sergipe;DESO;Regional;Sociedade de economia mista com administração pública;A
280470;Nossa Senhora de Lourdes;SE;28047011;Prefeitura Municipal de Nossa Senhora de Lourdes;PMNSL;Local;Administração pública direta;E       
510610;Nossa Senhora do Livramento;MT;51061011;Prefeitura Municipal de Nossa Senhora do Livramento;PMNSL;Local;Administração pública direta;A         
280480;Nossa Senhora do Socorro;SE;28003000;Companhia de Saneamento de Sergipe;DESO;Regional;Sociedade de economia mista com administração pública;AE
220680;Nossa Senhora dos Remédios;PI;22110000;As e Esgotos do Piauí S/A;AGESPISA;Regional;Sociedade de economia mista com administração pública;A
411650;Nova Aliança do Ivaí;PR;41069000;Companhia de Saneamento do Paraná;SANEPAR;Regional;Sociedade de economia mista com administração privada;A
431275;Nova Alvorada;RS;43127511;Prefeitura Municipal de Nova Alvorada;PMNA;Local;Administração pública direta;A         
500600;Nova Alvorada do Sul;MS;50027000;Empresa de Saneamento de Mato Grosso do Sul S/A;SANESUL;Regional;Sociedade de economia mista com administração pública;A
521470;Nova América;GO;52087000;Saneamento de Goiás S/A;SANEAGO;Regional;Sociedade de economia mista com administração pública;A
411660;Nova América da Colina;PR;41069000;Companhia de Saneamento do Paraná;SANEPAR;Regional;Sociedade de economia mista com administração privada;A
500620;Nova Andradina;MS;50027000;Empresa de Saneamento de Mato Grosso do Sul S/A;SANESUL;Regional;Sociedade de economia mista com administração pública;AE
431280;Nova Araçá;RS;43149000;Companhia Rio-Grandense de Saneamento;CORSAN;Regional;Sociedade de economia mista com administração pública;A
521480;Nova Aurora;GO;52087000;Saneamento de Goiás S/A;SANEAGO;Regional;Sociedade de economia mista com administração pública;A
411670;Nova Aurora;PR;41069000;Companhia de Saneamento do Paraná;SANEPAR;Regional;Sociedade de economia mista com administração privada;AE
510615;Nova Bandeirantes;MT;51061511;Prefeitura Municipal de Nova Bandeirantes;PMNB;Local;Administração pública direta;A         
431290;Nova Bassano;RS;43149000;Companhia Rio-Grandense de Saneamento;CORSAN;Regional;Sociedade de economia mista com administração pública;A
314467;Nova Belém;MG;31686000;Copasa Serviços de Saneamento Integrado do Norte e Nordeste de ;COPANOR;Regional;Empresa pública;AE
431295;Nova Boa Vista;RS;43129511;Prefeitura Municipal de Nova Boa Vista;PMNBV;Local;Administração pública direta;A         
510620;Nova Brasilândia;MT;51062011;Serviço Autônomo de A e Esgoto;SAAE;Local;Autarquia;A         
110014;Nova Brasilândia D Oeste;RO;11002000;Companhia de As e Esgotos de Rondônia;CAERD;Regional;Sociedade de economia mista com administração pública;A
431300;Nova Bréscia;RS;43149000;Companhia Rio-Grandense de Saneamento;CORSAN;Regional;Sociedade de economia mista com administração pública;A
353282;Nova Campina;SP;35503000;Companhia de Saneamento Básico do Estado de São Paulo;SABESP;Regional;Sociedade de economia mista com administração pública;AE
292270;Nova Canaã;BA;29274000;Empresa Baiana de As e Saneamento S.A.;EMBASA;Regional;Sociedade de economia mista com administração pública;A
510621;Nova Canaã do Norte;MT;51062111;As de Canaã Ltda;AC;Local;Empresa privada;A         
353284;Nova Canaã Paulista;SP;35503000;Companhia de Saneamento Básico do Estado de São Paulo;SABESP;Regional;Sociedade de economia mista com administração pública;AE
431301;Nova Candelária;RS;43130111;Prefeitura Municipal de Nova Candelária;PMNC;Local;Administração pública direta;A         
411680;Nova Cantu;PR;41069000;Companhia de Saneamento do Paraná;SANEPAR;Regional;Sociedade de economia mista com administração privada;A
210725;Nova Colinas;MA;21072511;Prefeitura Municipal de Nova Colinas;PMNC;Local;Administração pública direta;A         
521483;Nova Crixás;GO;52087000;Saneamento de Goiás S/A;SANEAGO;Regional;Sociedade de economia mista com administração pública;A
240830;Nova Cruz;RN;24081000;Companhia de Águas e Esgotos do Rio Grande do Norte;CAERN;Regional;Sociedade de economia mista com administração pública;AE
314470;Nova Era;MG;31447011;Prefeitura Municipal de Nova Era;PMNE;Local;Administração pública direta;AE
421140;Nova Erechim;SC;42054000;Companhia Catarinense de As e Saneamento;CASAN;Regional;Sociedade de economia mista com administração pública;A
411690;Nova Esperança;PR;41069000;Companhia de Saneamento do Paraná;SANEPAR;Regional;Sociedade de economia mista com administração privada;AE
411695;Nova Esperança do Sudoeste;PR;41069000;Companhia de Saneamento do Paraná;SANEPAR;Regional;Sociedade de economia mista com administração privada;A
431303;Nova Esperança do Sul;RS;43149000;Companhia Rio-Grandense de Saneamento;CORSAN;Regional;Sociedade de economia mista com administração pública;A
353290;Nova Europa;SP;35329011;Prefeitura Municipal de Nova Europa;PMNE;Local;Administração pública direta;AE
292273;Nova Fátima;BA;29274000;Empresa Baiana de As e Saneamento S.A.;EMBASA;Regional;Sociedade de economia mista com administração pública;A
