CODMUN;municipio;UF;CODREG;CODPRE;prestadora;Sigla;Abrangencia;Natureza;servico;IN003;IN026;IN027;IN004;IN005;IN006;IN012;IN029;IN007;IN008;IN030;IN031;IN032;IN033;IN034;IN035;IN036;IN037;IN038;IN039;IN040;IN041;IN042;IN054;IN018;IN019;IN102;IN048;IN002;IN045;IN101;IN060;IN055;IN023;IN001;IN043;IN011;IN009;IN010;IN044;IN057;IN052;IN025;IN053;IN014;IN017;IN022;IN058;IN020;IN028;IN013;IN049;IN050;IN051;IN056;IN024;IN047;IN015;IN016;IN046;IN021;IN059;IN071;IN072;IN073;IN074;IN077;IN082;IN083;IN079;IN075;IN080;IN076;IN085;IN084;IN061;IN062;IN063;IN064;IN068;IN065;IN069;IN066;IN067
291870;Lafaiete Coutinho;BA;2;29274000;Empresa Baiana de Águas e Saneamento S.A.;EMBASA;Regional;Sociedade de economia mista com administração pública;Água;5,43;4,52;575,73;2,53;2,53;;46,60;4,56;47,15;86.462,18;178,66;28,93;101,18;2,31;8,38;16,19;56,63;31,01;1,98;4,69;92,40;;7,60;57,26;3,50;265,17;262,45;1,09;927,50;1,09;55,69;0,25;61,72;100,00;1,01;91,16;94,54;90,90;67,45;78,02;94,54;86,44;9,26;7,78;6,68;10,61;95,43;6,47;31,56;117,86;-17,86;13,56;1,11;40,53;;;;;;;;;60,06;14,72;;;;;3,00;94,49;0,06;94,55;2,48;91,67;0,00;;;;;;;;;
291875;Lagoa Real;BA;2;29274000;Empresa Baiana de Águas e Saneamento S.A.;EMBASA;Regional;Sociedade de economia mista com administração pública;Água;2,36;2,11;295,65;3,11;3,11;;131,78;-0,64;55,62;78.023,46;67,78;30,26;42,21;1,34;5,19;44,65;62,27;14,85;0,67;7,65;96,29;;3,71;40,06;2,79;423,79;394,21;1,82;591,00;1,82;142,54;0,40;26,96;100,00;1,08;87,86;97,61;99,95;95,23;95,96;97,60;99,24;8,83;8,74;8,39;11,68;82,17;1,03;22,77;132,53;-32,53;0,76;0,10;2,37;;;;;;;;;611,00;9,00;;;;;3,00;64,44;0,03;42,39;0,37;105,09;1,32;;;;;;;;;
291880;Laje;BA;2;29274000;Empresa Baiana de Águas e Saneamento S.A.;EMBASA;Regional;Sociedade de economia mista com administração pública;Água e Esgotos;2,84;2,22;313,42;2,72;2,95;2,30;95,69;2,71;57,43;78.418,99;81,57;29,37;60,01;1,94;6,27;36,00;73,58;4,95;1,85;7,69;67,79;28,85;3,36;40,71;8,17;340,07;320,31;1,53;695,00;2,38;114,51;0,19;22,21;81,10;1,06;87,26;84,88;96,48;81,92;90,43;88,90;90,59;10,14;9,18;8,61;11,89;102,07;0,88;9,99;117,32;-17,32;9,41;2,85;33,21;12,29;44,88;44,88;59,58;100,00;59,58;7,65;0,28;1.804,00;8,00;1.800,00;14,00;10,00;1,33;3,00;180,45;0,28;98,08;0,41;90,58;1,60;;;;;;;;;
291890;Lajedão;BA;2;29274000;Empresa Baiana de Águas e Saneamento S.A.;EMBASA;Regional;Sociedade de economia mista com administração pública;Água;3,22;2,70;386,50;3,02;3,02;;93,89;3,30;61,04;133.623,88;89,29;19,81;65,01;1,54;4,83;22,19;72,81;7,83;3,12;5,41;97,51;;2,49;69,12;3,28;474,84;466,00;0,65;1.558,00;0,65;104,10;0,21;100,00;100,00;1,02;93,74;96,65;99,57;79,01;98,27;91,27;80,40;10,81;8,65;8,53;11,94;111,18;1,10;11,64;111,03;-11,03;19,60;5,72;70,62;;;;;;;;;191,00;17,00;;;;;3,00;107,74;0,00;107,74;0,00;104,86;0,44;;;;;;;;;
291900;Lajedinho;BA;2;29274000;Empresa Baiana de Águas e Saneamento S.A.;EMBASA;Regional;Sociedade de economia mista com administração pública;Água;5,22;4,47;561,06;2,20;2,20;;42,04;-0,09;55,81;79.789,89;203,67;52,31;132,76;3,02;12,43;25,69;65,19;21,36;2,40;6,10;93,84;;6,16;53,32;3,81;218,16;218,16;1,81;553,67;1,81;50,61;0,26;62,56;100,00;1,00;94,28;100,00;99,76;48,21;98,47;100,00;48,96;14,62;7,15;7,06;10,46;74,93;2,63;4,78;71,59;28,41;51,04;39,10;245,07;;;;;;;;;794,00;22,25;;;;;3,00;104,88;0,33;58,68;0,30;108,80;3,83;;;;;;;;;
291905;Lajedo do Tabocal;BA;2;29274000;Empresa Baiana de Águas e Saneamento S.A.;EMBASA;Regional;Sociedade de economia mista com administração pública;Água;5,72;4,68;606,71;2,20;;;38,38;-18,02;48,11;99.936,39;213,11;47,12;125,36;3,26;40,30;22,11;58,82;14,62;2,74;18,91;94,48;;5,52;38,75;5,32;280,02;278,24;1,35;745,00;1,35;56,68;0,18;50,23;81,01;1,01;93,86;100,00;80,65;54,46;67,00;60,16;90,75;10,97;8,91;7,40;;98,81;1,83;10,33;48,67;51,33;9,25;5,03;67,91;;;;;;;;;985,50;16,50;;;;;3,00;116,51;0,41;72,28;0,04;116,27;5,80;;;;;;;;;
291910;Lamarão;BA;2;29274000;Empresa Baiana de Águas e Saneamento S.A.;EMBASA;Regional;Sociedade de economia mista com administração pública;Água;3,69;2,97;438,57;2,48;2,48;;67,35;5,79;53,72;85.731,06;119,52;48,89;79,76;1,69;5,33;40,91;66,73;19,44;0,27;4,46;86,64;;13,36;126,48;5,71;292,94;292,15;2,10;477,86;2,10;85,72;0,26;63,51;100,00;1,00;97,07;100,00;99,94;56,08;96,80;100,00;57,93;15,67;9,08;8,79;12,31;85,83;1,73;4,87;78,55;21,45;42,07;38,51;217,27;;;;;;;;;1.370,00;10,00;;;;;3,00;101,52;0,00;18,94;0,00;111,25;0,00;;;;;;;;;
291915;Lapão;BA;2;29274000;Empresa Baiana de Águas e Saneamento S.A.;EMBASA;Regional;Sociedade de economia mista com administração pública;Água;3,03;2,45;345,90;2,34;2,34;;77,22;0,60;42,76;112.464,91;104,81;34,52;55,37;2,24;6,41;32,94;52,83;26,19;4,11;6,12;96,85;;3,15;21,83;13,63;615,41;609,51;1,02;987,18;1,02;92,46;0,20;96,51;100,00;1,01;96,13;100,00;98,24;67,57;93,29;37,97;72,43;12,32;8,83;8,39;11,76;92,05;3,08;14,74;96,45;3,55;27,57;6,78;111,56;;;;;;;;;3.543,00;24,00;3.543,00;24,00;;;3,00;94,56;0,56;94,56;0,43;121,74;5,65;;;;;;;;;
291920;Lauro de Freitas;BA;2;29274000;Empresa Baiana de Águas e Saneamento S.A.;EMBASA;Regional;Sociedade de economia mista com administração pública;Água e Esgotos;7,05;5,63;526,69;5,71;9,38;1,43;80,90;7,17;34,00;96.386,40;98,73;21,23;42,03;3,44;13,24;21,51;42,57;29,67;4,63;13,41;86,93;10,00;3,07;55,03;198,92;429,91;295,07;1,71;850,94;2,33;90,24;1,13;100,00;100,00;1,44;91,78;97,45;95,49;17,05;92,23;39,29;19,73;30,38;5,49;5,25;5,88;60,18;0,29;6,95;21,01;78,99;80,27;123,04;1.143,34;40,40;40,40;40,40;96,58;99,55;96,15;30,11;1,30;;;;;39,03;0,08;8,25;111,55;0,01;111,74;0,15;108,24;1,19;;;;;;;;;
291930;Lençóis;BA;2;29274000;Empresa Baiana de Águas e Saneamento S.A.;EMBASA;Regional;Sociedade de economia mista com administração pública;Água e Esgotos;3,13;2,56;375,71;3,02;3,24;2,67;96,71;2,63;63,04;78.037,65;84,77;29,66;65,18;1,80;5,27;34,98;76,89;2,72;3,18;6,22;64,37;32,20;3,43;45,35;17,58;270,13;257,45;1,77;593,75;2,89;111,49;0,26;76,23;98,35;1,06;89,83;96,64;99,89;76,53;95,82;100,00;79,87;11,65;9,09;8,72;12,29;102,11;0,44;6,00;108,03;-8,03;20,13;11,35;79,91;44,11;56,91;56,91;67,56;100,00;67,56;5,64;0,04;2.175,50;14,50;1.134,00;6,00;4,35;11,84;3,00;121,74;0,37;65,22;1,25;109,33;0,36;;;;;;;;;
291940;Licínio de Almeida;BA;2;29274000;Empresa Baiana de Águas e Saneamento S.A.;EMBASA;Regional;Sociedade de economia mista com administração pública;Água;3,36;2,86;400,08;2,75;2,75;;81,87;-0,17;62,68;60.717,09;103,81;39,30;76,55;2,23;7,49;37,86;73,74;7,06;2,55;7,21;96,28;;3,72;23,87;5,84;205,79;198,86;2,58;400,83;2,58;94,81;0,24;28,79;56,67;1,03;91,73;100,00;99,87;91,20;99,09;66,69;92,03;9,71;8,61;8,54;11,68;91,88;1,00;10,72;124,87;-24,87;7,97;1,53;25,35;;;;;;;;;1.221,00;16,00;;;;;3,00;111,61;0,13;47,12;0,24;66,67;6,55;;;;;;;;;
291950;Livramento de Nossa Senhora;BA;2;29274000;Empresa Baiana de Águas e Saneamento S.A.;EMBASA;Regional;Sociedade de economia mista com administração pública;Água;2,40;2,08;303,14;2,89;2,89;;120,37;0,89;63,50;132.313,68;72,03;21,52;52,75;1,68;4,77;29,88;73,24;4,21;2,10;6,62;94,70;;5,30;28,74;14,71;595,99;559,54;0,73;1.460,83;0,73;135,00;0,33;62,28;100,00;1,07;88,98;96,29;99,43;63,72;96,43;42,95;66,08;14,86;9,35;9,06;12,15;97,94;0,22;11,35;85,91;14,09;33,92;13,58;168,01;;;;;;;;;7.988,67;14,33;;;;;3,00;85,59;0,10;27,69;8,16;103,57;1,49;;;;;;;;;
291955;Luís Eduardo Magalhães;BA;2;29274000;Empresa Baiana de Águas e Saneamento S.A.;EMBASA;Regional;Sociedade de economia mista com administração pública;Água e Esgotos;2,09;1,80;277,73;3,13;3,12;4,35;149,81;0,53;57,09;117.997,42;57,47;21,22;38,11;1,42;4,77;36,93;66,31;7,61;0,75;8,29;95,74;0,61;3,65;20,35;44,00;640,71;452,13;1,23;1.150,55;1,24;164,46;0,28;100,00;100,00;1,41;92,82;85,54;100,00;75,52;98,11;100,00;76,98;13,76;10,52;10,32;12,92;129,42;0,44;10,33;94,54;5,46;23,02;13,35;146,06;0,80;0,88;0,88;0,40;100,00;0,40;732,99;4,81;3.509,50;34,37;;;;;3,00;97,33;0,00;20,33;0,00;97,33;3,77;;;;;;;;;
291960;Macajuba;BA;2;29274000;Empresa Baiana de Águas e Saneamento S.A.;EMBASA;Regional;Sociedade de economia mista com administração pública;Água;2,69;2,35;337,24;2,26;2,26;;84,13;-0,34;59,07;59.263,84;103,80;40,30;70,22;2,35;6,47;38,83;67,65;11,89;4,56;6,23;94,26;;5,74;44,63;12,20;259,76;258,82;2,22;452,57;2,22;96,15;0,17;81,91;100,00;1,00;94,97;100,00;96,91;67,94;96,62;44,32;70,32;12,66;8,70;8,68;11,97;94,72;1,55;10,11;96,70;3,30;29,68;10,74;121,19;;;;;;;;;3.138,43;25,86;;;;;3,00;523,55;1,11;77,90;1,40;77,90;0,00;;;;;;;;;
291980;Macaúbas;BA;2;29274000;Empresa Baiana de Águas e Saneamento S.A.;EMBASA;Regional;Sociedade de economia mista com administração pública;Água;3,53;2,99;419,37;2,44;2,44;;69,18;0,43;25,85;55.022,93;122,71;23,52;37,36;1,48;4,76;19,17;30,45;51,70;6,03;3,88;96,81;;3,19;32,70;1,59;430,92;424,62;1,48;684,50;1,48;80,52;0,95;4,88;0,00;1,01;96,71;100,00;100,00;92,44;99,86;99,55;92,57;9,48;8,72;8,71;11,67;80,15;2,00;25,61;123,85;-23,85;7,43;0,85;23,36;;;;;;;;;684,00;7,00;;;;;3,00;114,26;0,04;99,39;0,02;106,02;1,31;;;;;;;;;
291992;Madre de Deus;BA;2;29274000;Empresa Baiana de Águas e Saneamento S.A.;EMBASA;Regional;Sociedade de economia mista com administração pública;Água e Esgotos;2,72;2,12;320,80;2,61;3,59;1,48;95,84;3,64;46,89;63.770,42;81,18;24,16;48,93;1,77;11,45;29,76;60,27;8,13;5,34;14,10;74,92;21,48;3,60;36,02;37,47;329,82;307,98;1,60;667,95;2,83;115,00;0,13;100,00;100,00;1,07;96,75;96,79;100,00;43,02;92,23;93,79;48,65;26,64;11,74;10,83;12,57;136,58;0,83;5,78;51,82;48,18;51,35;71,39;472,41;79,56;82,03;82,03;58,15;100,00;58,15;6,86;1,03;7.078,00;8,12;88,55;6,00;0,90;16,44;0,30;110,21;0,04;110,42;0,06;88,73;0,40;;;;;;;;;
291995;Maetinga;BA;2;29274000;Empresa Baiana de Águas e Saneamento S.A.;EMBASA;Regional;Sociedade de economia mista com administração pública;Água;3,85;3,20;429,47;2,56;2,56;;66,46;0,60;59,38;133.623,88;125,09;26,94;89,35;2,09;6,28;21,54;71,43;14,61;1,01;5,02;95,33;;4,67;19,65;3,32;435,56;419,43;0,72;1.444,50;0,72;79,72;0,32;77,72;100,00;1,04;92,94;88,82;96,05;67,96;85,51;84,84;79,47;11,73;8,36;7,43;11,20;92,97;1,40;26,56;106,49;-6,49;20,53;2,53;73,68;;;;;;;;;;;;;;;3,00;154,15;0,00;5,96;2,38;102,31;4,52;;;;;;;;;
292000;Maiquinique;BA;2;29274000;Empresa Baiana de Águas e Saneamento S.A.;EMBASA;Regional;Sociedade de economia mista com administração pública;Água;2,82;2,10;308,00;3,13;3,13;;111,06;18,89;54,99;111.734,81;67,06;28,04;49,52;1,44;4,08;41,81;73,84;4,78;0,87;6,09;97,34;;2,66;117,86;5,30;491,32;485,57;1,17;867,67;1,17;115,65;0,24;73,11;92,83;1,01;92,68;83,33;94,07;70,58;86,08;93,27;81,99;12,22;10,01;9,15;12,21;116,92;0,42;8,50;100,06;-0,06;18,01;7,70;73,14;;;;;;;;;;;;;;;3,00;154,04;0,02;1,41;21,43;126,09;4,31;;;;;;;;;
292010;Mairi;BA;2;29274000;Empresa Baiana de Águas e Saneamento S.A.;EMBASA;Regional;Sociedade de economia mista com administração pública;Água;6,53;4,63;454,27;3,19;4,07;;48,92;1,31;43,34;97.184,40;145,02;42,93;88,58;2,75;18,42;29,61;61,08;11,98;7,52;12,70;95,35;;4,65;40,78;10,32;350,23;348,77;1,39;722,60;1,39;68,07;0,42;59,89;100,00;1,00;95,42;32,94;98,29;83,80;94,50;92,92;91,12;6,41;5,68;5,46;6,41;61,90;1,32;13,93;100,18;-0,18;8,88;1,39;23,93;;;;;;;;;3.026,38;2.181,95;3.184,50;2.772,50;;;3,00;55,68;0,81;49,71;0,24;111,52;0,00;;;;;;;;;
292020;Malhada;BA;2;29274000;Empresa Baiana de Águas e Saneamento S.A.;EMBASA;Regional;Sociedade de economia mista com administração pública;Água;3,28;2,94;437,19;2,99;2,99;;91,13;-0,33;39,74;73.437,89;98,42;30,03;43,61;1,98;6,03;30,51;44,31;2,53;34,87;6,12;92,04;;7,96;31,88;7,26;379,07;359,31;1,92;550,60;1,92;104,15;0,34;55,41;98,47;1,05;90,10;100,00;100,00;86,02;98,85;93,33;87,02;13,25;9,84;9,73;12,39;93,03;0,20;12,18;109,55;-9,55;12,98;3,74;50,90;;;;;;;;;351,11;18,89;;;;;3,00;152,48;0,04;34,11;0,43;106,02;0,22;;;;;;;;;
292030;Malhada de Pedras;BA;2;29274000;Empresa Baiana de Águas e Saneamento S.A.;EMBASA;Regional;Sociedade de economia mista com administração pública;Água;3,38;2,05;292,33;2,83;2,83;;83,74;9,53;47,36;84.328,34;72,50;34,81;56,55;1,43;4,73;48,02;78,00;1,34;0,33;6,53;93,97;;6,03;98,99;3,25;369,82;365,35;1,68;600,75;1,68;122,78;0,26;42,30;100,00;1,01;92,55;100,00;96,50;72,93;94,00;83,33;77,58;12,33;9,56;9,31;11,87;100,99;0,10;9,20;96,32;3,68;22,42;9,45;91,98;;;;;;;;;1.214,33;17,33;;;;;3,00;86,22;0,00;63,15;0,22;127,88;0,50;;;;;;;;;
292040;Manoel Vitorino;BA;2;29274000;Empresa Baiana de Águas e Saneamento S.A.;EMBASA;Regional;Sociedade de economia mista com administração pública;Água;3,70;3,42;463,55;2,31;2,31;;62,34;-4,43;59,63;204.363,60;148,24;30,55;95,65;2,58;10,15;20,61;64,52;20,21;1,72;6,85;94,48;;5,52;46,01;3,13;683,26;674,32;0,47;2.139,50;0,47;71,17;0,23;46,66;91,23;1,01;93,69;100,00;98,67;86,74;96,51;100,00;89,87;8,77;7,87;7,70;11,30;81,53;3,84;7,71;129,04;-29,04;10,13;3,36;29,54;;;;;;;;;124,10;14,20;;;;;3,00;90,35;0,08;9,21;1,00;105,67;5,05;;;;;;;;;
292045;Mansidão;BA;2;29274000;Empresa Baiana de Águas e Saneamento S.A.;EMBASA;Regional;Sociedade de economia mista com administração pública;Água;3,29;2,80;397,76;2,60;2,60;;79,04;2,89;47,88;169.875,04;107,89;30,95;60,58;1,89;7,14;28,68;56,15;24,66;3,44;6,62;95,70;;4,30;107,55;1,96;760,62;759,60;0,67;1.489,00;0,67;89,23;0,31;47,98;100,00;1,00;92,55;100,00;99,46;63,16;94,48;76,18;66,86;13,76;8,92;8,48;11,83;74,88;1,92;30,97;88,61;11,39;33,14;4,35;145,66;;;;;;;;;127,25;20,33;;;;;3,00;91,67;0,00;91,07;1,96;91,67;0,00;;;;;;;;;
292050;Maracás;BA;2;29274000;Empresa Baiana de Águas e Saneamento S.A.;EMBASA;Regional;Sociedade de economia mista com administração pública;Água;3,84;3,37;391,42;2,59;2,59;;67,39;-0,50;55,54;131.301,25;130,16;39,22;82,41;2,68;13,05;30,13;63,31;15,63;3,42;10,03;95,01;;4,99;33,47;10,51;529,81;527,48;0,90;1.113,20;0,90;77,12;0,24;63,64;79,21;1,00;95,37;87,83;98,57;77,31;87,49;96,92;88,37;7,78;6,87;6,09;9,69;80,91;2,76;9,67;124,72;-24,72;11,63;2,45;29,85;;;;;;;;;;;;;;;3,00;166,70;0,00;94,23;2,46;102,38;1,55;;;;;;;;;
292060;Maragogipe;BA;2;29274000;Empresa Baiana de Águas e Saneamento S.A.;EMBASA;Regional;Sociedade de economia mista com administração pública;Água e Esgotos;3,22;2,32;341,95;3,09;3,63;1,73;96,06;-0,33;53,13;84.338,06;75,04;24,17;55,31;5,42;4,91;32,21;73,71;4,17;2,48;6,55;80,34;15,38;4,28;24,36;38,90;334,61;328,63;1,33;765,74;1,93;124,69;0,22;64,85;100,00;1,02;94,50;80,01;98,71;75,79;96,07;25,43;78,89;12,39;9,49;9,23;12,71;94,97;0,48;9,46;105,65;-5,65;21,11;7,80;84,98;28,51;48,64;48,64;43,20;100,00;43,20;6,71;0,42;4.314,38;10,81;3.262,51;10,05;19,45;9,25;3,00;167,87;0,02;94,24;0,06;89,62;1,05;;;;;;;;;
292070;Maraú;BA;2;29274000;Empresa Baiana de Águas e Saneamento S.A.;EMBASA;Regional;Sociedade de economia mista com administração pública;Água;3,19;2,46;339,01;2,71;2,71;;84,84;-0,19;56,52;102.184,64;90,89;24,48;66,62;1,65;8,12;26,94;73,30;5,50;1,33;8,94;94,73;;5,27;0,00;2,72;411,23;400,21;0,92;1.119,00;0,92;109,45;0,19;17,35;93,08;1,03;91,29;100,00;92,75;67,05;78,60;100,00;85,31;10,61;9,01;7,62;11,47;94,02;0,76;10,35;108,69;-8,69;14,69;4,55;52,40;;;;;;;;;1.174,00;15,00;;;;;3,00;82,62;0,00;15,39;0,00;121,76;0,76;;;;;;;;;
292080;Marcionílio Souza;BA;2;29274000;Empresa Baiana de Águas e Saneamento S.A.;EMBASA;Regional;Sociedade de economia mista com administração pública;Água;3,76;3,32;453,11;2,39;2,39;;63,57;1,17;68,85;77.000,78;139,03;59,13;108,30;2,65;6,34;42,53;77,90;5,08;5,32;4,56;95,20;;4,80;87,14;10,99;218,16;217,16;2,51;399,58;2,51;70,95;0,23;70,32;100,00;1,00;94,68;43,02;100,00;90,67;96,46;46,28;94,00;8,69;8,13;7,84;11,37;83,15;0,98;11,81;131,44;-31,44;6,00;1,27;17,15;;;;;;;;;1.882,00;22,00;470,00;24,00;;;3,00;129,38;0,01;68,92;0,05;104,37;0,00;;;;;;;;;
292090;Mascote;BA;2;29274000;Empresa Baiana de Águas e Saneamento S.A.;EMBASA;Regional;Sociedade de economia mista com administração pública;Água;3,09;2,25;303,95;2,37;2,37;;76,64;0,82;53,19;108.093,14;95,07;35,75;69,40;2,28;7,83;37,60;73,00;7,10;1,27;8,23;96,35;;3,65;76,18;7,76;487,19;480,55;1,07;945,75;1,07;101,29;0,22;78,42;98,30;1,01;93,81;100,00;99,96;76,72;94,26;100,00;81,40;9,63;7,69;7,26;11,25;80,15;0,83;6,46;118,96;-18,96;18,60;7,89;58,61;;;;;;;;;3.793,00;8,00;;;;;3,00;112,14;0,04;96,35;0,06;115,30;1,40;;;;;;;;;
292100;Mata de São João;BA;2;29274000;Empresa Baiana de Águas e Saneamento S.A.;EMBASA;Regional;Sociedade de economia mista com administração pública;Água e Esgotos;3,02;2,41;359,03;4,51;5,49;4,15;149,45;0,93;44,30;108.700,68;53,55;14,05;29,64;1,09;7,39;26,23;55,36;6,77;6,00;13,80;66,71;30,38;2,91;45,55;48,53;546,92;310,43;1,53;1.154,09;1,96;173,53;0,16;96,33;100,00;1,52;72,56;95,01;99,52;48,46;96,44;100,00;54,36;19,81;9,84;9,52;10,41;139,58;0,54;12,55;57,02;42,98;45,64;30,71;487,69;34,11;38,60;38,60;53,25;100,00;53,25;15,33;1,38;1.041,42;11,25;1.000,00;13,00;12,98;3,62;2,73;101,65;0,49;101,95;0,41;116,21;1,24;;;;;;;;;
292105;Matina;BA;2;29274000;Empresa Baiana de Águas e Saneamento S.A.;EMBASA;Regional;Sociedade de economia mista com administração pública;Água;1,67;1,34;192,85;2,95;2,95;;177,16;16,54;53,61;37.729,36;45,50;19,23;30,26;1,41;4,50;42,26;66,50;0,27;0,20;9,89;89,42;;10,58;67,09;3,93;294,18;286,43;2,22;463,00;2,22;181,80;;34,87;100,00;1,03;93,13;100,00;99,33;62,21;92,66;90,21;67,14;16,48;9,86;9,20;11,97;89,96;;10,43;81,52;18,48;32,86;14,99;162,90;;;;;;;;;1.163,56;12,60;;;;;3,00;94,46;0,00;27,14;2,63;90,00;0,00;;;;;;;;;
292110;Medeiros Neto;BA;2;29274000;Empresa Baiana de Águas e Saneamento S.A.;EMBASA;Regional;Sociedade de economia mista com administração pública;Água;2,53;2,16;308,19;2,91;2,91;;114,97;-4,26;60,17;131.004,10;74,45;21,07;52,34;1,60;4,93;28,30;70,30;7,84;2,01;6,63;96,64;;3,36;63,36;11,18;604,69;588,01;0,68;1.501,78;0,68;134,86;0,24;79,19;100,00;1,03;92,38;100,00;92,85;73,43;86,40;91,41;84,99;11,40;9,59;8,92;11,87;115,14;0,75;8,44;105,15;-5,15;15,01;6,26;57,29;;;;;;;;;;;;;;;3,00;70,55;0,00;70,55;0,10;102,16;1,38;;;;;;;;;
292120;Miguel Calmon;BA;2;29274000;Empresa Baiana de Águas e Saneamento S.A.;EMBASA;Regional;Sociedade de economia mista com administração pública;Água e Esgotos;3,70;2,92;305,22;3,17;4,88;1,63;85,79;1,25;54,90;105.700,54;92,11;38,54;63,99;2,01;5,97;41,85;69,47;7,33;6,09;6,49;87,60;8,83;3,57;21,84;16,60;498,47;491,13;1,23;827,55;1,43;104,10;0,16;72,83;100,00;1,02;93,61;90,65;99,65;87,46;97,94;100,00;91,82;7,70;6,77;6,65;6,00;78,07;1,31;13,92;84,09;15,91;8,18;1,82;27,14;14,04;23,13;23,13;19,63;100,00;19,63;15,32;0,32;5.617,50;38,00;;;53,00;0,10;3,00;57,36;0,17;57,36;0,43;117,94;0,12;;;;;;;;;
292130;Milagres;BA;2;29274000;Empresa Baiana de Águas e Saneamento S.A.;EMBASA;Regional;Sociedade de economia mista com administração pública;Água;13,23;3,19;457,30;3,09;3,09;;23,35;-26,73;15,19;74.343,10;103,19;34,12;65,04;1,69;5,31;33,07;63,03;16,60;5,67;5,14;95,55;;4,45;176,57;14,29;257,94;253,08;2,07;491,60;2,07;121,90;0,28;88,73;100,00;1,02;92,73;100,00;99,99;70,50;98,62;32,27;71,49;12,54;8,38;8,27;11,96;97,54;1,78;19,72;102,00;-2,00;28,51;4,98;112,00;;;;;;;;;3.600,00;8,31;;;;;3,00;168,00;17,09;87,58;0,06;94,79;0,00;;;;;;;;;
292140;Mirangaba;BA;2;29274000;Empresa Baiana de Águas e Saneamento S.A.;EMBASA;Regional;Sociedade de economia mista com administração pública;Água;2,54;2,32;317,41;2,67;2,67;;105,17;-2,31;58,38;106.956,46;86,95;28,18;55,51;1,82;4,32;32,42;63,84;19,11;0,70;4,97;95,11;;4,89;23,15;1,97;527,80;519,17;0,98;1.039,50;0,98;115,34;0,20;18,73;38,70;1,02;95,67;99,99;95,55;80,38;87,00;99,99;92,38;9,14;8,44;7,68;11,38;86,47;2,74;24,97;124,57;-24,57;7,62;0,82;23,26;;;;;;;;;1.045,00;47,00;;;;;3,00;10,85;0,00;7,45;1,43;101,85;0,45;;;;;;;;;
292145;Mirante;BA;2;29274000;Empresa Baiana de Águas e Saneamento S.A.;EMBASA;Regional;Sociedade de economia mista com administração pública;Água;3,50;3,13;373,71;2,67;2,67;;76,48;0,34;68,39;86.462,18;117,18;31,40;89,42;2,51;6,28;26,79;76,31;5,96;3,45;5,36;92,82;;7,18;32,37;2,85;303,20;298,81;1,18;863,50;1,18;86,20;0,28;27,70;100,00;1,01;92,65;100,00;96,59;71,66;91,65;100,00;78,18;8,63;6,75;6,40;9,94;71,48;0,78;8,38;115,14;-15,14;21,82;6,70;62,84;;;;;;;;;296,00;13,00;;;;;3,00;303,18;0,00;2,69;1,41;110,19;0,00;;;;;;;;;
292150;Monte Santo;BA;2;29274000;Empresa Baiana de Águas e Saneamento S.A.;EMBASA;Regional;Sociedade de economia mista com administração pública;Água;2,75;2,49;334,77;2,59;3,30;;93,87;3,65;55,17;109.003,99;96,29;33,33;58,78;1,94;5,86;34,62;61,04;21,06;1,17;6,09;91,85;;8,15;381,20;10,58;533,44;529,99;1,07;940,67;1,07;102,40;0,17;34,90;100,00;1,01;96,93;;99,38;57,36;94,93;69,52;66,83;13,33;7,62;7,28;8,77;75,57;2,18;19,60;74,52;25,48;33,17;7,73;165,08;;;;;;;;;3.779,00;1.346,76;4.054,20;1.476,00;;;3,00;157,36;0,00;158,33;0,00;99,19;0,00;;;;;;;;;
292160;Morpará;BA;2;29274000;Empresa Baiana de Águas e Saneamento S.A.;EMBASA;Regional;Sociedade de economia mista com administração pública;Água;2,65;2,34;327,90;2,62;2,62;;98,78;-1,73;62,21;67.007,66;89,46;36,16;62,98;1,86;6,33;40,42;70,40;6,80;1,79;7,07;97,02;;2,98;23,86;6,97;290,27;286,11;2,01;505,62;2,01;109,38;0,24;68,31;100,00;1,01;93,15;85,57;100,00;69,86;99,07;100,00;70,52;12,05;8,48;8,40;11,65;91,77;0,64;47,10;96,88;3,12;29,48;2,30;118,30;;;;;;;;;135,27;15,87;;;;;3,00;90,38;0,00;90,38;0,71;90,38;4,96;;;;;;;;;
292170;Morro do Chapéu;BA;2;29274000;Empresa Baiana de Águas e Saneamento S.A.;EMBASA;Regional;Sociedade de economia mista com administração pública;Água e Esgotos;2,29;1,91;256,95;2,35;2,47;2,11;102,69;3,39;62,05;162.068,04;81,24;40,25;60,42;2,32;6,35;49,55;74,38;5,47;0,38;7,82;68,93;28,09;2,97;34,86;12,76;848,01;829,12;0,80;1.273,00;1,18;113,43;0,21;63,17;99,90;1,02;93,52;29,13;96,79;72,12;88,60;94,94;81,39;9,76;7,94;7,27;11,20;82,95;0,86;7,30;114,79;-14,79;18,61;7,37;60,97;33,80;58,65;58,65;50,11;100,00;50,11;17,68;0,00;288,46;24,00;1.390,00;24,00;78,04;0,68;3,00;725,33;0,00;20,10;11,38;101,02;0,00;;;;;;;;;
